Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Tantilla semicincta,Squamata,Serpentes,Colubridae,Tantilla,"Duméril, Bibron  & Duméril",1854,No,Neotropic,Terrestrial,Forest/Shrubland,0,500,NA,NA,0.88,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,32.04247101,600,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Tantilla sertula,Squamata,Serpentes,Colubridae,Tantilla,Wilson & Campbell,2000,No,Neotropic,Terrestrial,Forest,150,150,NA,NA,0.75,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla shawi,Squamata,Serpentes,Colubridae,Tantilla,Taylor,1949,No,Neotropic,Terrestrial,Forest,NA,NA,NA,NA,0.38,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,45.691771889999998,690,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Endangered,Unknown
Tantilla slavensi,Squamata,Serpentes,Colubridae,Tantilla,"Pérez-Higareda, Smith & Smith",1985,No,Neotropic,Terrestrial,Forest,800,800,NA,NA,0.62,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,7.919799737,346,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla stenigrammi,Squamata,Serpentes,Colubridae,Tantilla,Mccranie & Smith,2017,No,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,rear-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tantilla striata,Squamata,Serpentes,Colubridae,Tantilla,Dunn,1928,No,Neotropic,Terrestrial,Forest,NA,NA,NA,NA,0.54,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,2.422541915,217,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla supracincta,Squamata,Serpentes,Colubridae,Tantilla,Peters,1863,No,Neotropic,Terrestrial,Forest,0,850,NA,NA,0.28999999999999998,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,30.703861620000001,590,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tantilla taeniata,Squamata,Serpentes,Colubridae,Tantilla,Bocourt,1883,No,Neotropic,Terrestrial,Forest,0,1550,NA,NA,0.44,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,12.566779650000001,415,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Tantilla tayrae,Squamata,Serpentes,Colubridae,Tantilla,Wilson,1983,No,Neotropic,Terrestrial,Forest,750,750,NA,NA,0.33,No,Yes,NA,NA,NA,NA,NA,NA,NA,rear-fanged,NA,6.3414635419999996,360,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla tecta,Squamata,Serpentes,Colubridae,Tantilla,Campbell & Smith,1997,No,Neotropic,Terrestrial,Forest,200,250,NA,NA,0.46,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,2.5667891809999999,222,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla tjiasmantoi,Squamata,Serpentes,Colubridae,Tantilla,Koch & Venegas,2016,No,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,rear-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Tantilla trilineata,Squamata,Serpentes,Colubridae,Tantilla,Peters,1880,No,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,2.8081931500408608,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tantilla triseriata,Squamata,Serpentes,Colubridae,Tantilla,Smith & Smith,1951,No,Neotropic,Terrestrial,Forest,NA,NA,NA,NA,0.59,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,2.0451840639999999,203,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tantilla tritaeniata,Squamata,Serpentes,Colubridae,Tantilla,Smith & Williams,1966,No,Neotropic,Terrestrial,Forest,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,4.3392732589999996,400,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Decreasing
Tantilla vermiformis,Squamata,Serpentes,Colubridae,Tantilla,Hallowell,1861,No,Neotropic,Terrestrial,Forest,0,530,NA,NA,0.5,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,1.0650971440000001,160,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tantilla vulcani,Squamata,Serpentes,Colubridae,Tantilla,Campbell,1998,No,Neotropic,Terrestrial,Forest,0,650,NA,NA,0.39,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,3.3310733809999999,246,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Tantilla wilcoxi,Squamata,Serpentes,Colubridae,Tantilla,Stejneger,1902,No,Nearctic,Terrestrial,Forest/Shrubland,910,2440,NA,NA,0.76,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,8.154339706,360,NA,NA,NA,NA,NA,oviparous,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Tantilla yaquia,Squamata,Serpentes,Colubridae,Tantilla,Smith,1942,No,Nearctic,Terrestrial,Forest/Shrubland,0,1680,NA,NA,1,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,6.755724024,325,NA,NA,NA,NA,NA,oviparous,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tantillita brevissima,Squamata,Serpentes,Colubridae,Tantillita,Taylor,1937,No,Neotropic,Terrestrial,Forest,200,1700,NA,NA,0.54,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,0.94862749899999999,200,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Tantillita canula,Squamata,Serpentes,Colubridae,Tantillita,Cope,1875,No,Neotropic,Terrestrial,Forest,0,300,NA,NA,0.43,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,1.4030514599999999,175,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Tantillita lintoni,Squamata,Serpentes,Colubridae,Tantillita,Smith,1940,"Tantillita lintoni rozellae PEREZ-HIGAREDA 1985
Tantillita lintoni lintoni (SMITH 1940)",Neotropic,Arboreal,Forest,0,400,NA,NA,0.46,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,1.9693150500000001,200,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Tarentola albertschwartzi,Squamata,Sauria,Phyllodactylidae,Tarentola,Sprackland & Swinney,1998,No,Neotropic,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,64.660948405386165,NA,137,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Tarentola americana,Squamata,Sauria,Phyllodactylidae,Tarentola,Gray,1831,"Tarentola americana warreni SCHWARTZ 1968
Tarentola americana americana (GRAY 1831)",Neotropic,Arboreal/Saxicolous,Caves/Forest/Rocky/Subterranean,225,1472,NA,NA,18.598642000000002,Yes,No,Carnivorous,Arthropods,NA,NA,NA,NA,NA,non-fanged,NA,43.651583219999999,NA,120,92.2,NA,28.5,NA,oviparous,NA,2,1,2,13,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola angustimentalis,Squamata,Sauria,Phyllodactylidae,Tarentola,Steindachner,1891,No,Afrotropic,Terrestrial,Rocky/Shrubland,NA,NA,NA,NA,31.391594000000001,Yes,No,Carnivorous,"Omnivorous: mostlyArthropods ""but willAlso eat ripe fruits"" (Rogner 1997a) /Arthropods (Salvador 2007, Roca 1999)",Nocturnal,NA,NA,AMB,NA,non-fanged,NA,13.182567390000001,NA,80,60.5,NA,23.8,NA,oviparous,TSD,1.9230769230769231,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola annularis,Squamata,Sauria,Phyllodactylidae,Tarentola,Geoffroy Saint-Hilaire,1827,"Tarentola annularis relicta JOGER 1984
Tarentola annularis annularis (GEOFFROY SAINT-HILAIRE 1827)",Saharo-Sindian,Saxicolous,Rocky/Savanna/Shrubland,30,1450,NA,NA,64.807402999999994,No,No,Omnivorous,"InsectsAnd lizards, gerbil (CrochetAnd Renoult 2008), insects (MasoodAndAsiry 2012), Ibrahim 2004: insects, spiders, plants (whichAre the predominant food in winter)And cannibalism, wide variety of invertebrates (Saber etAl. 1995), insectsAnd lizards (Schleich etAl. 1996),",Nocturnal,NA,NA,Mixed,NA,non-fanged,19.899999999999999,69.183097090000004,NA,140,89,NA,35.299999999999997,NA,oviparous,TSD,1.5,1,2,5,NA,NA,NA,NA,NA,Yes,NA,NA
Tarentola boavistensis,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1993,No,Afrotropic,NA,Rocky/Shrubland,160,1442,NA,NA,55.195874000000003,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,12.882495520000001,NA,79,59.9,NA,NA,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Tarentola bocagei,Squamata,Sauria,Phyllodactylidae,Tarentola,"Vasconcelos, Perera, Geniez, Harris & Carranza",2012,No,Afrotropic,NA,Rocky,160,1442,NA,NA,51.410865999999999,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,7.4131024129999998,NA,65.5,55.8,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola boehmei,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1984,No,Saharo-Sindian,Saxicolous,Rocky/Shrubland,0,1650,NA,NA,45.766627999999997,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,14.12537545,NA,81.5,63.4,NA,29,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola boettgeri,Squamata,Sauria,Phyllodactylidae,Tarentola,Steindachner,1891,"Tarentola boettgeri boettgeri STEINDACHNER 1891
Tarentola boettgeri bischoffi JOGER 1984
Tarentola boettgeri hierrensis JOGER & BISCHOFF 1983",Afrotropic,NA,Rocky/Shrubland,0,1780,NA,NA,27.350587000000001,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,6.1,10.71519305,NA,60,NA,NA,NA,NA,oviparous,TSD,1.5,NA,NA,4.5,NA,NA,NA,NA,NA,Yes,NA,NA
Tarentola caboverdiana,Squamata,Sauria,Phyllodactylidae,Tarentola,Schleich,1984,No,Afrotropic,NA,Rocky/Shrubland,160,1442,NA,NA,52.190942,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,10.23292992,NA,73,NA,NA,NA,NA,oviparous,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola chazaliae,Squamata,Sauria,Phyllodactylidae,Tarentola,Mocquard,1895,No,Saharo-Sindian,Terrestrial,Desert/Rocky/Shrubland,0,100,NA,NA,58.478284000000002,No,No,Carnivorous,Insects,Nocturnal,NA,NA,ACT,NA,non-fanged,NA,10.471285480000001,NA,74,NA,NA,21,NA,oviparous,NA,1.5,1,2,NA,NA,NA,22,NA,NA,Yes,Vulnerable,Decreasing
Tarentola crombiei,Squamata,Sauria,Phyllodactylidae,Tarentola,Diaz & Hedges,2008,No,Neotropic,Arboreal,Forest,NA,NA,NA,NA,23.692412999999998,Yes,No,Carnivorous,Insects,Nocturnal,NA,NA,NA,NA,non-fanged,NA,5.1286138399999999,NA,57.8,48.4,NA,22.9,NA,oviparous,NA,1,1,2,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Tarentola darwini,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1984,No,Afrotropic,NA,Rocky,160,1442,NA,NA,45.220745000000001,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,13.182567390000001,NA,80,56.7,NA,25,NA,oviparous,NA,1,1,1,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola delalandii,Squamata,Sauria,Phyllodactylidae,Tarentola,Duméril & Bibron,1836,No,Afrotropic,Saxicolous/Terrestrial,Forest/Rocky/Shrubland,0,2300,NA,NA,30.408832,Yes,No,Carnivorous,"arthropods (Roca 1999, Salvador 2009)",Cathemeral,NA,NA,AMB,NA,non-fanged,7,15.488166189999999,NA,84,51.4,NA,24,NA,oviparous,TSD,1.5,1,2,7,NA,NA,23,NA,NA,Yes,Least Concern,Stable
Tarentola deserti,Squamata,Sauria,Phyllodactylidae,Tarentola,Boulenger,1891,No,Saharo-Sindian,Arboreal,Shrubland/Wetlands,780,1350,NA,NA,38.142651000000001,No,No,Carnivorous,Insects,Nocturnal,NA,NA,ACT,NA,non-fanged,NA,28.18382931,NA,103.3,68.5,NA,36,NA,oviparous,NA,2,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola ephippiata,Squamata,Sauria,Phyllodactylidae,Tarentola,O’shaughnessy,1875,"Tarentola ephippiata nikolausi JOGER 1984
Tarentola ephippiata ephippiata O’SHAUGHNESSY 1875",Afrotropic,Arboreal/Saxicolous/Terrestrial,Savanna,0,900,NA,NA,46.410924000000001,No,No,Carnivorous,"arthropods, especially insects (CisseAnd Karns 1978 )",Nocturnal,NA,NA,Mixed,NA,non-fanged,NA,54.954087389999998,NA,130,85.6,NA,28,NA,oviparous,NA,1.9,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola fascicularis,Squamata,Sauria,Phyllodactylidae,Tarentola,Daudin,1802,"Tarentola fascicularis fascicularis (DAUDIN 1802)
Tarentola fascicularis wolfgangi JOGER & BSHAENIA 2010",Saharo-Sindian,Saxicolous,NA,306,1559,NA,NA,51.121861000000003,No,No,Carnivorous,arthropods,Nocturnal,NA,NA,NA,NA,non-fanged,2.5,16.595869069999999,NA,86,53,NA,NA,NA,oviparous,NA,2,2,2,NA,NA,NA,17,NA,NA,Yes,NA,NA
Tarentola fogoensis,Squamata,Sauria,Phyllodactylidae,Tarentola,"Vasconcelos, Perera, Geniez, Harris & Carranza",2012,No,Afrotropic,NA,Rocky,160,1442,NA,NA,43.419885999999998,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,8.7096359000000003,NA,69.5,55.5,NA,NA,NA,oviparous,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola gigas,Squamata,Sauria,Phyllodactylidae,Tarentola,Bocage,1875,"Tarentola gigas brancoensis SCHLEICH 1984
Tarentola gigas gigas BOCAGE 1875",Afrotropic,Saxicolous,NA,160,1442,NA,NA,52.334314999999997,Yes,No,Carnivorous,""" It feeds on the broken eggsAnd possibly young of nesting birds"" IUCN",Nocturnal,NA,NA,NA,NA,non-fanged,5,93.325430080000004,NA,155,NA,NA,NA,NA,oviparous,NA,2,2,2,3,NA,NA,NA,NA,NA,Yes,Endangered,Stable
Tarentola gomerensis,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger & Bischoff,1983,No,Afrotropic,Saxicolous,Rocky/Shrubland,500,1100,NA,NA,44.641426000000003,Yes,No,Carnivorous,Arthropods,Nocturnal,NA,NA,AMB,NA,non-fanged,NA,11.48153621,NA,76,NA,NA,20,NA,oviparous,TSD,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola hoggarensis,Squamata,Sauria,Phyllodactylidae,Tarentola,Werner,1937,No,Saharo-Sindian,NA,Desert/Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tarentola maioensis,Squamata,Sauria,Phyllodactylidae,Tarentola,Schleich,1984,No,Afrotropic,NA,Rocky,160,1442,NA,NA,48.597020000000001,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,9.332543008,NA,71,NA,NA,NA,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola mauritanica,Squamata,Sauria,Phyllodactylidae,Tarentola,Linnaeus,1758,"Tarentola mauritanica juliae JOGER 1984
Tarentola mauritanica mauritanica (LINNAEUS 1758)
Tarentola mauritanica pallida GENIEZ, ESCATLLAR, CROCHET, MATEO & BONS 1999",Saharo-Sindian,Arboreal/Saxicolous,Rocky/Shrubland,0,2500,NA,NA,27.218859999999999,No,No,Carnivorous,"Arthropods, even large spiders (CortiAnd Cascio 2002)And lizards (Bauer 1990, Pellitteri-Rosa etAl. 2015, StilleAnd Stille 2017),ArthropodsAnd small vertebrates (MasoodAndAsiry 2012)",Cathemeral,NA,NA,Mixed,NA,non-fanged,14,16.595869069999999,NA,86,52.8,NA,20,NA,oviparous,TSD,2,1,3,8.5,NA,NA,22.6,NA,NA,Yes,Least Concern,Stable
Tarentola mindiae,Squamata,Sauria,Phyllodactylidae,Tarentola,Baha El Din,1997,No,Saharo-Sindian,Arboreal/Terrestrial,Savanna/Shrubland/Wetlands,NA,NA,NA,NA,64.095061999999999,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,13.80384265,NA,81,NA,NA,NA,NA,oviparous,NA,2,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola neglecta,Squamata,Sauria,Phyllodactylidae,Tarentola,Strauch,1887,"Tarentola neglecta geyri JOGER 1984
Tarentola neglecta lanzai BSHAENA & JOGER 2013
Tarentola neglecta neglecta STRAUCH 1895",Saharo-Sindian,Arboreal/Terrestrial,Desert/Wetlands,306,1559,NA,NA,69.750135999999998,No,No,Carnivorous,Insects,Nocturnal,NA,NA,ACT,NA,non-fanged,NA,10.23292992,NA,73.2,61.2,NA,21,NA,oviparous,NA,1,1,1,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Tarentola nicolauensis,Squamata,Sauria,Phyllodactylidae,Tarentola,Schleich,1984,No,Afrotropic,NA,Rocky,160,1442,NA,NA,50.822854,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,9.332543008,NA,71,58.3,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola panousei,Squamata,Sauria,Phyllodactylidae,Tarentola,Pasteur,1959,No,Saharo-Sindian,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tarentola parvicarinata,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1980,No,Saharo-Sindian,NA,Rocky,NA,NA,NA,NA,38.829166000000001,No,No,Carnivorous,insects (Trape etAl. 2012),Nocturnal,NA,NA,NA,NA,non-fanged,NA,23.44228815,NA,97,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tarentola pastoria,Squamata,Sauria,Phyllodactylidae,Tarentola,"Trape, Baldé & Ineich",2012,No,Afrotropic,NA,Rocky,NA,NA,NA,NA,15.977542,No,No,Carnivorous,smallArthropods (Trape etAl. 2012),Nocturnal,NA,NA,NA,NA,non-fanged,NA,33.884415609999998,NA,110,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Tarentola protogigas,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1984,"Tarentola protogigas hartogi JOGER 1993
Tarentola protogigas protogigas JOGER 1984",Afrotropic,NA,Rocky/Shrubland,160,1442,NA,NA,44.484397999999999,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,24.547089159999999,NA,98.5,61.7,NA,NA,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Tarentola raziana,Squamata,Sauria,Phyllodactylidae,Tarentola,Schleich,1984,No,Afrotropic,NA,Rocky,160,1442,NA,NA,46.343209999999999,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,3.16227766,NA,49.3,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Tarentola rudis,Squamata,Sauria,Phyllodactylidae,Tarentola,Boulenger,1906,No,Afrotropic,NA,Rocky/Shrubland,160,1442,NA,NA,44.641817000000003,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,14.79108388,NA,83,66.900000000000006,NA,NA,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Tarentola senegambiae,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1984,No,Afrotropic,NA,Savanna,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Tarentola substituta,Squamata,Sauria,Phyllodactylidae,Tarentola,Joger,1984,No,Afrotropic,Arboreal/Saxicolous,Rocky,160,1442,NA,NA,46.252087000000003,Yes,No,Carnivorous,SitAnd wait (Carretero etAl. 2016),Nocturnal,NA,NA,AMB,NA,non-fanged,NA,7.4131024129999998,NA,65.5,51.1,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,Yes,Least Concern,Unknown
Techmarscincus jigurru,Squamata,Sauria,Scincidae,Techmarscincus,Covacevich,1984,No,Australo-Pacific,Saxicolous,Forest,1440,1620,22.15,2195.5,22.120353999999999,No,No,Carnivorous,Invertebrates,Diurnal,NA,NA,NA,NA,non-fanged,NA,10.47129,NA,80,74.3,NA,34.5,0.62,oviparous,NA,3,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Teira dugesii,Squamata,Sauria,Lacertidae,Teira,Milne-Edwards,1829,"Teira dugesii dugesii (MILNE-EDWARDS 1829)
Teira dugesii selvagensis (BISCHOFF, OSENEGG & MAYER 1989)
Teira dugesii jogeri (BISCHOFF, OSENEGG & MAYER 1989)
Teira dugesii mauli (MERTENS 1938)",Palearctic,Saxicolous,Forest/Rocky/Shrubland,0,1870,16.5,2349.6999999999998,25.882185,Yes,No,Omnivorous,"Omnivorous (mainlyAnts, Rogner 1997b) seeAlso GalanAnd Vicente 2003, invertebratesAnd 24-70% plants by volume (Sadek 1981, see Table 4c)",Diurnal,NA,NA,ACT,NA,non-fanged,16,12.302687710000001,NA,81,60.9,NA,30.8,0.45,oviparous,GSD (ZW/ZZ),2.5,1,5,2,NA,NA,33.799999999999997,NA,NA,Yes,Least Concern,Stable
Teius oculatus,Squamata,Sauria,Teiidae,Teius,D’orbigny & Bibron,1837,No,Neotropic,Terrestrial,Forest/Grassland/Shrubland,NA,NA,17.72,4484.6000000000004,22.346644000000001,No,No,Omnivorous,Arthropods / omnivorous (Cacciali etAl. 2016),Diurnal,NA,NA,ACT,NA,non-fanged,NA,52.48075,NA,120,98.4,NA,37.4,NA,oviparous,NA,4.8499999999999996,2,8,NA,NA,NA,38.6,NA,NA,Yes,NA,NA
Teius suquiensis,Squamata,Sauria,Teiidae,Teius,Avila & Martori,1991,No,Neotropic,Terrestrial,Forest/Savanna,70,1210,NA,NA,22.298624,No,No,Omnivorous,Omnivorous (Cacciali etAl. 2016) / insects (Cespedez etAl. 2017),Diurnal,NA,NA,NA,NA,non-fanged,NA,58.884369999999997,NA,125,107.1,NA,NA,NA,oviparous,NA,3.95,1,8,NA,NA,NA,39,NA,NA,Yes,Least Concern,Stable
Teius teyou,Squamata,Sauria,Teiidae,Teius,Daudin,1802,No,Neotropic,Terrestrial,Forest/Savanna/Shrubland,172,1037,17.27,4043,22.925146000000002,No,No,Omnivorous,"Omnivorous (InsectivorousAnd granivorous, Cei 1986, Cei 1993) /Arthropods (Milstead 1961)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,104.7129,NA,150,100.3,NA,38.9,NA,oviparous,NA,4.7949999999999999,1,8,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Telescopus beetzi,Squamata,Serpentes,Colubridae,Telescopus,Barbour,1922,No,Afrotropic,Arboreal/Terrestrial,Shrubland,NA,NA,NA,NA,0.44,No,Yes,Carnivorous,Reptiles,Nocturnal,Black/Brown,Banded/blotched,NA,slit (or vertical elliptical),rear-fanged,3.7,44.029119450000003,680,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
